StationID,StationName,State,Latitude,Longitude,StationType
8419688,Gerrish Island,New Hampshire,+43.0667,-70.6967,Subordinate
8423898,Fort Point,New Hampshire,+43.0717,-70.7117,Harmonic
8419807,Kittery Point,New Hampshire,+43.0817,-70.7033,Subordinate
8419870,Seavey Island,New Hampshire,+43.0800,-70.7417,Harmonic
8423745,Portsmouth,New Hampshire,+43.0783,-70.7517,Subordinate
8423635,Atlantic Heights,New Hampshire,+43.0900,-70.7633,Subordinate
8421897,Dover Point,New Hampshire,+43.1217,-70.8333,Subordinate
8420411,"Dover, Cocheco River",New Hampshire,+43.1983,-70.8683,Harmonic
8419997,Salmon Falls River,New Hampshire,+43.1917,-70.8250,Subordinate
8422687,Squamscott River Rr. Bridge,New Hampshire,+43.0533,-70.9133,Subordinate
8427031,"Gosport Harbor, Isles Of Shoals",New Hampshire,+42.9783,-70.6150,Subordinate
8429489,Hampton Harbor,New Hampshire,+42.8950,-70.8167,Subordinate
8440452,"Plum Island, Merrimack River Entrance",Massachusetts,+42.8167,-70.8200,Harmonic
8440466,Newburyport,Massachusetts,+42.8150,-70.8733,Harmonic
8440273,Salisbury Point,Massachusetts,+42.8383,-70.9083,Harmonic
8440369,Merrimacport,Massachusetts,+42.8250,-70.9883,Harmonic
8440889,Riverside,Massachusetts,+42.7633,-71.0767,Harmonic
8441241,Plum Island South,Massachusetts,+42.7101,-70.7886,Harmonic
8441771,Essex,Massachusetts,+42.6317,-70.7767,Harmonic
8441571,"Annisquam, Lobster Cove",Massachusetts,+42.6550,-70.6767,Subordinate
8441551,Rockport,Massachusetts,+42.6583,-70.6150,Harmonic
8441841,Gloucester Harbor,Massachusetts,+42.6100,-70.6600,Subordinate
8442645,"Salem, Salem Harbor",Massachusetts,+42.5233,-70.8767,Harmonic
8443187,"Lynn, Lynn Harbor",Massachusetts,+42.4583,-70.9433,Harmonic
8444162,Boston Light,Massachusetts,+42.3283,-70.8917,Harmonic
8444012,Deer Island (South End),Massachusetts,+42.3483,-70.9600,Subordinate
8443970,Boston,Massachusetts,+42.3548,-71.0534,Harmonic
8443838,"Charlestown, Charles River Entrance",Massachusetts,+42.3717,-71.0550,Subordinate
8443662,"Amelia Earhart Dam, Mystic River",Massachusetts,+42.3950,-71.0767,Harmonic
8443725,Chelsea,Massachusetts,+42.3867,-71.0233,Harmonic
8444488,"Neponset, Neponset River",Massachusetts,+42.2850,-71.0400,Subordinate
8444312,Moon Head,Massachusetts,+42.3083,-70.9917,Subordinate
8444525,Nut Island,Massachusetts,+42.2800,-70.9533,Harmonic
8444788,Weymouth Fore River,Massachusetts,+42.2483,-70.9667,Harmonic
8444662,"Crow Point, Hingham Harbor Entrance",Massachusetts,+42.2617,-70.8933,Subordinate
8444775,Hingham,Massachusetts,+42.2467,-70.8850,Subordinate
8444601,"Nantasket Beach, Weir River",Massachusetts,+42.2700,-70.8600,Subordinate
8444351,Hull,Massachusetts,+42.3033,-70.9200,Subordinate
8444762,Cohasset Harbor (White Head),Massachusetts,+42.2483,-70.7850,Subordinate
8445138,"Scituate, Scituate Harbor",Massachusetts,+42.2017,-70.7267,Harmonic
8445425,"Damons Point, North River",Massachusetts,+42.1600,-70.7333,Subordinate
8446009,"Brant Rock, Green Harbor River",Massachusetts,+42.0833,-70.6467,Harmonic
8446166,"Duxbury, Duxbury Harbor",Massachusetts,+42.0383,-70.6700,Harmonic
8446493,Plymouth,Massachusetts,+41.9600,-70.6617,Harmonic
8447173,"Sagamore, Cape Cod Canal (Sta. 115)",Massachusetts,+41.7750,-70.5350,Harmonic
8447191,"Bournedale, Cape Cod Canal (Sta. 200)",Massachusetts,+41.7700,-70.5617,Harmonic
8447259,"Bourne Bridge, Cape Cod Canal (Sta. 320)",Massachusetts,+41.7450,-70.5933,Harmonic
8447180,Sandwich,Massachusetts,+41.7717,-70.5067,Harmonic
8447335,"Barnstable Harbor, Beach Point",Massachusetts,+41.7217,-70.2850,Subordinate
8447241,"Sesuit Harbor, East Dennis",Massachusetts,+41.7517,-70.1550,Harmonic
8446613,Wellfleet,Massachusetts,+41.9300,-70.0417,Subordinate
8446121,Provincetown,Massachusetts,+42.0496,-70.1822,Harmonic
8447505,"Chatham, Stage Harbor",Massachusetts,+41.6667,-69.9667,Harmonic
8447435,Chatham,Massachusetts,+41.6885,-69.9511,Harmonic
8447291,Pleasant Bay,Massachusetts,+41.7367,-69.9817,Subordinate
8447436,"Georges Shoal, Texas Tower",Massachusetts,+41.6883,-67.7600,Subordinate
8447495,Saquatucket Harbor,Massachusetts,+41.6683,-70.0567,Harmonic
8447506,Wychmere Harbor,Massachusetts,+41.6650,-70.0650,Subordinate
8447525,Dennisport,Massachusetts,+41.6583,-70.1150,Subordinate
8447504,"South Yarmouth, Bass River",Massachusetts,+41.6650,-70.1833,Subordinate
8447605,Hyannis Port,Massachusetts,+41.6317,-70.3000,Harmonic
8447675,Cotuit Highlands,Massachusetts,+41.6083,-70.4367,Subordinate
8447742,"Poponesset Island, Poponesset Bay",Massachusetts,+41.5867,-70.4633,Subordinate
8447865,Falmouth Heights,Massachusetts,+41.5450,-70.5933,Subordinate
8448566,Great Point,Massachusetts,+41.3867,-70.0467,Subordinate
8449130,Nantucket Island,Massachusetts,+41.2850,-70.0967,Harmonic
8449062,Eel Point,Massachusetts,+41.2917,-70.2083,Subordinate
8448817,"Muskeget Island, North Side",Massachusetts,+41.3367,-70.3050,Subordinate
8448683,"Wasque Point, Chappaquiddick Island",Massachusetts,+41.3633,-70.4500,Subordinate
8448942,Squibnocket Point,Massachusetts,+41.3117,-70.7683,Subordinate
8449287,Nomans Land,Massachusetts,+41.2617,-70.8183,Subordinate
8448733,Gay Head,Massachusetts,+41.3533,-70.8300,Subordinate
8448325,Cedar Tree Neck,Massachusetts,+41.4350,-70.6967,Subordinate
8448157,"Vineyard Haven, Vineyard Hvn Hbr",Massachusetts,+41.4583,-70.6000,Harmonic
8448208,Oak Bluffs,Massachusetts,+41.4583,-70.5550,Subordinate
8448558,Edgartown,Massachusetts,+41.3883,-70.5117,Harmonic
8447939,Little Harbor,Massachusetts,+41.5200,-70.6650,Subordinate
8447930,Woods Hole,Massachusetts,+41.5233,-70.6717,Harmonic
8447941,Uncatena Island (South Side),Massachusetts,+41.5200,-70.7083,Subordinate
8448251,Quick'S Hole,Massachusetts,+41.4483,-70.8567,Subordinate
8448376,Cuttyhunk,Massachusetts,+41.4250,-70.9167,Subordinate
8448248,Penikese Island,Massachusetts,+41.4500,-70.9217,Harmonic
8447685,Chappaquoit Point,Massachusetts,+41.6050,-70.6517,Harmonic
8447355,Monument Beach,Massachusetts,+41.7150,-70.6167,Subordinate
8447295,Gray Gables,Massachusetts,+41.7350,-70.6233,Harmonic
8447270,Buzzards Bay,Massachusetts,+41.7417,-70.6167,Harmonic
8447277,"Onset Beach, Onset Bay",Massachusetts,+41.7417,-70.6583,Subordinate
8447368,Great Hill,Massachusetts,+41.7117,-70.7150,Harmonic
8447385,"Marion, Sippican Harbor",Massachusetts,+41.7050,-70.7617,Subordinate
8447416,Piney Point,Massachusetts,+41.6950,-70.7200,Harmonic
8447531,"Mattapoisett, Mattapoisett Harbor",Massachusetts,+41.6567,-70.8133,Subordinate
8447712,Clarks Point,Massachusetts,+41.5933,-70.9000,Harmonic
8447584,New Bedford,Massachusetts,+41.6400,-70.9183,Subordinate
8447842,Round Hill Point,Massachusetts,+41.5383,-70.9283,Harmonic
8447975,Westport Harbor,Massachusetts,+41.5083,-71.0933,Subordinate
8447791,"Hix Bridge, East Branch",Massachusetts,+41.5700,-71.0733,Subordinate
8450768,Sakonnet,Rhode Island,+41.4650,-71.1933,Subordinate
8451351,"Sachuest, Flint Point",Rhode Island,+41.4867,-71.2383,Subordinate
8451301,The Glen,Rhode Island,+41.5583,-71.2367,Subordinate
8450954,Nannaquaket Neck,Rhode Island,+41.6183,-71.2033,Subordinate
8450948,Anthony Point,Rhode Island,+41.6383,-71.2117,Subordinate
8450898,"North End, Bay Oil Pier",Rhode Island,+41.6517,-71.2100,Subordinate
8453201,Castle Hill,Rhode Island,+41.4633,-71.3617,Subordinate
8452660,Newport,Rhode Island,+41.5050,-71.3267,Harmonic
8453999,Beavertail Point,Rhode Island,+41.4517,-71.4017,Subordinate
8453742,"West Jamestown, Dutch Island Harbor",Rhode Island,+41.4967,-71.3867,Harmonic
8453465,Conanicut Point,Rhode Island,+41.5733,-71.3717,Subordinate
8452555,"Prudence Island, (South End)",Rhode Island,+41.5800,-71.3217,Subordinate
8451552,Bristol Ferry,Rhode Island,+41.6367,-71.2550,Harmonic
8451929,"Bristol, Bristol Harbor",Rhode Island,+41.6683,-71.2800,Subordinate
8452154,Bristol Highlands,Rhode Island,+41.6967,-71.2933,Subordinate
8447386,Fall River,Rhode Island,+41.7043,-71.1641,Harmonic
8447281,"Steep Brook, Taunton River",Rhode Island,+41.7400,-71.1317,Subordinate
8452944,Conimicut Light,Rhode Island,+41.7167,-71.3433,Harmonic
8453033,"Bay Spring, Bullock Cove",Rhode Island,+41.7517,-71.3517,Subordinate
8453767,"Pawtuxet, Pawtuxet Cove",Rhode Island,+41.7617,-71.3883,Subordinate
8454000,Providence,Rhode Island,+41.8071,-71.4012,Harmonic
8453433,"Rumford, Seekonk River",Rhode Island,+41.8400,-71.3733,Subordinate
8453611,"Pawtucket, Seekonk River",Rhode Island,+41.8683,-71.3800,Subordinate
8454049,Quonset Point,Rhode Island,+41.5868,-71.4110,Harmonic
8454578,East Greenwich,Rhode Island,+41.6650,-71.4450,Subordinate
8454538,Wickford,Rhode Island,+41.5717,-71.4450,Harmonic
8454341,"Watson Pier, Boston Neck",Rhode Island,+41.4600,-71.4283,Subordinate
8454658,Narragansett Pier,Rhode Island,+41.4217,-71.4550,Subordinate
8455083,"Point Judith, Harbor Of Refuge",Rhode Island,+41.3633,-71.4900,Harmonic
8459338,Block Island,Rhode Island,+41.1733,-71.5567,Harmonic
8459681,Block Island,Rhode Island,+41.1633,-71.6100,Harmonic
8458022,"Weekapaug Point, Block Island Sound",Rhode Island,+41.3283,-71.7617,Harmonic
8458694,Watch Hill Point,Rhode Island,+41.3050,-71.8600,Subordinate
8455189,Westerly Pawcatuck,Rhode Island,+41.3817,-71.8317,Subordinate
8510719,Silver Eel Pond,Connecticut,+41.2567,-72.0300,Harmonic
8461490,New London,Connecticut,+41.3614,-72.0900,Harmonic
8461467,Yale Boathouse,Connecticut,+41.4300,-72.0933,Subordinate
8461392,Norwich,Connecticut,+41.5233,-72.0783,Subordinate
8461925,"Niantic, Niantic River",Connecticut,+41.3250,-72.1867,Subordinate
8462723,Saybrook Jetty,Connecticut,+41.2633,-72.3433,Subordinate
8462752,Saybrook Point,Connecticut,+41.2833,-72.3500,Subordinate
8462764,"Lyme, Highway Bridge",Connecticut,+41.3217,-72.3500,Subordinate
8462925,Essex,Connecticut,+41.3483,-72.3850,Subordinate
8463155,Hadlyme,Connecticut,+41.4200,-72.4283,Subordinate
8463348,Tylerville,Connecticut,+41.4517,-72.4650,Subordinate
8463582,Haddam,Connecticut,+41.4817,-72.5067,Subordinate
8463836,Higganum Creek,Connecticut,+41.5033,-72.5533,Subordinate
8463827,Maromas,Connecticut,+41.5417,-72.5517,Subordinate
8464336,Middletown,Connecticut,+41.5600,-72.6450,Subordinate
8464255,Rocky Hill,Connecticut,+41.6633,-72.6300,Subordinate
8464418,South Hartford,Connecticut,+41.7550,-72.6583,Subordinate
8464464,Hartford,Connecticut,+41.7700,-72.6683,Subordinate
8463409,"Westbrook, Duck Island Roads",Connecticut,+41.2733,-72.4750,Subordinate
8463701,Clinton Harbor,Connecticut,+41.2683,-72.5317,Harmonic
8464041,Madison,Connecticut,+41.2700,-72.5900,Subordinate
8464445,Guilford Harbor,Connecticut,+41.2717,-72.6667,Subordinate
8464687,Sachem Head,Connecticut,+41.2450,-72.7083,Subordinate
8465233,"Branford, Branford River",Connecticut,+41.2617,-72.8183,Subordinate
8465692,"Lighthouse Point, New Haven Harbor",Connecticut,+41.2517,-72.9050,Subordinate
8465705,New Haven,Connecticut,+41.2833,-72.9083,Harmonic
8466375,Gulf Beach,Connecticut,+41.2050,-73.0417,Subordinate
8466442,Milford Harbor,Connecticut,+41.2183,-73.0550,Subordinate
8466791,Sniffens Point,Connecticut,+41.1867,-73.1133,Subordinate
8466797,"Stratford, I-95 Bridge",Connecticut,+41.2033,-73.1117,Subordinate
8466664,Long Hill,Connecticut,+41.2750,-73.0883,Subordinate
8466573,Shelton,Connecticut,+41.3017,-73.0717,Subordinate
8467150,Bridgeport,Connecticut,+41.1733,-73.1817,Harmonic
8467373,Black Rock Harbor,Connecticut,+41.1567,-73.2133,Harmonic
8467726,"Southport, Southport Harbor",Connecticut,+41.1333,-73.2833,Harmonic
8468448,South Norwalk,Connecticut,+41.0967,-73.4150,Harmonic
8468609,"Rowayton, Fivemile River",Connecticut,+41.0650,-73.4450,Subordinate
8468799,Long Neck Point,Connecticut,+41.0383,-73.4800,Harmonic
8469198,Stamford Harbor,Connecticut,+41.0383,-73.5467,Subordinate
8469549,Cos Cob Harbor,Connecticut,+41.0167,-73.5967,Subordinate
8518091,Rye Beach,New York,+40.9617,-73.6717,Harmonic
8518490,New Rochelle,New York,+40.8933,-73.7817,Subordinate
8518526,Throgs Neck,New York,+40.8050,-73.7950,Harmonic
8517125,Whitestone,New York,+40.7983,-73.8133,Subordinate
8517276,"College Point, Flushing Bay",New York,+40.7833,-73.8567,Subordinate
8517251,Worlds Fair Marina,New York,+40.7610,-73.8504,Harmonic
8518621,Hunts Point,New York,+40.8000,-73.8733,Subordinate
8518635,North Brother Island,New York,+40.7983,-73.8983,Subordinate
8518639,Port Morris,New York,+40.8017,-73.9067,Harmonic
8517401,"Hell Gate, Wards Island",New York,+40.7867,-73.9217,Subordinate
8518668,Horns Hook,New York,+40.7767,-73.9417,Harmonic
8518687,Queensboro Bridge,New York,+40.7583,-73.9583,Harmonic
8518695,"East 41St Street, New York City",New York,+40.7467,-73.9683,Subordinate
8517673,"Hunters Point, Newtown Creek",New York,+40.7400,-73.9617,Subordinate
8518699,Williamsburg Bridge,New York,+40.7117,-73.9683,Harmonic
8517732,"Wallabout Bay, Brooklyn Navy Yard",New York,+40.7067,-73.9750,Subordinate
8517847,Brooklyn Bridge,New York,+40.7033,-73.9950,Harmonic
8518643,Randalls Island,New York,+40.8000,-73.9283,Harmonic
8516990,Willets Point,New York,+40.7933,-73.7817,Harmonic
8516945,Kings Point,New York,+40.8103,-73.7649,Harmonic
8516761,"Port Washington, Manhasset Bay",New York,+40.8317,-73.7033,Harmonic
8516607,Harry Tappen Marina,New York,+40.8346,-73.6524,Harmonic
8516614,"Glen Cove, Hempstead Harbor",New York,+40.8633,-73.6550,Harmonic
8516201,Oyster Bay Harbor,New York,+40.8667,-73.5167,Subordinate
8516299,Bayville Bridge,New York,+40.9033,-73.5500,Harmonic
8516061,Cold Spring Harbor,New York,+40.8733,-73.4700,Harmonic
8515786,Eatons Neck,New York,+40.9533,-73.4000,Harmonic
8515921,"Lloyd Harbor, Huntington Bay",New York,+40.9100,-73.4317,Harmonic
8515586,"Northport, Northport Bay",New York,+40.9000,-73.3533,Harmonic
8514594,Port Jefferson Harbor Entrance,New York,+40.9717,-73.0917,Subordinate
8514560,Port Jefferson,New York,+40.9500,-73.0767,Subordinate
8514422,Cedar Beach,New York,+40.9650,-73.0433,Harmonic
8514421,Mount Sinai Harbor,New York,+40.9633,-73.0400,Subordinate
8512987,Northville,New York,+40.9817,-72.6450,Harmonic
8512668,"Mattituck Inlet, Long Island",New York,+41.0150,-72.5617,Harmonic
8512053,Hashamomuck Beach,New York,+41.0950,-72.3983,Subordinate
8510884,Little Gull Island,New York,+41.2067,-72.1017,Subordinate
8511236,"Plum Gut Harbor, Plum Island",New York,+41.1717,-72.2050,Harmonic
8511671,Orient Harbor,New York,+41.1367,-72.3067,Harmonic
8511907,Greenport,New York,+41.1010,-72.3612,Harmonic
8512114,Southold,New York,+41.0600,-72.4133,Subordinate
8511779,Noyack Bay,New York,+40.9950,-72.3317,Subordinate
8511629,Sag Harbor,New York,+41.0033,-72.2967,Harmonic
8512328,New Suffolk,New York,+40.9917,-72.4717,Subordinate
8512735,South Jamesport,New York,+40.9350,-72.5817,Harmonic
8511171,"Threemile Harbor Entrance, Gardiners Bay",New York,+41.0350,-72.1900,Subordinate
8510448,Lake Montauk,New York,+41.0733,-71.9350,Harmonic
8510560,Montauk,New York,+41.0483,-71.9600,Harmonic
8510502,Montauk Harbor Entrance,New York,+41.0750,-71.9367,Subordinate
8512671,Shinnecock Bay,New York,+40.8200,-72.5617,Subordinate
8512451,Ponquogue Point,New York,+40.8500,-72.5033,Harmonic
8512769,"Shinnecock Yacht Club, Penniman Creek",New York,+40.8186,-72.5866,Harmonic
8512354,Shinnecock Inlet Open Coast,New York,+40.8367,-72.4800,Harmonic
8513398,Moriches Inlet,New York,+40.7644,-72.7560,Harmonic
8513388,Moriches Coast Guard Station,New York,+40.7867,-72.7500,Harmonic
8513825,"Smith Point Bridge, Narrow Bay",New York,+40.7383,-72.8683,Harmonic
8515228,"Democrat Point, Fire Island Inlet",New York,+40.6333,-73.2933,Subordinate
8515186,Fire Island,New York,+40.6267,-73.2600,Harmonic
8515014,Fire Island Light,New York,+40.6350,-73.2200,Subordinate
8514779,Seaview Ferry Dock,New York,+40.6493,-73.1506,Harmonic
8514961,West Fire Island,New York,+40.6567,-73.2050,Subordinate
8514322,Patchogue,New York,+40.7500,-73.0000,Harmonic
8514783,"Great River, Connetquot River",New York,+40.7233,-73.1517,Subordinate
8515102,"Bay Shore, Watchogue Creek Entrance",New York,+40.7167,-73.2400,Subordinate
8515336,Oak Beach,New York,+40.6400,-73.2950,Subordinate
8515421,Babylon,New York,+40.6850,-73.3150,Subordinate
8515764,Gilgo Heading,New York,+40.6200,-73.3950,Subordinate
8515864,Amityville,New York,+40.6550,-73.4183,Subordinate
8516055,"Biltmore Shores, South Oyster Bay",New York,+40.6667,-73.4683,Subordinate
8516402,Point Lookout,New York,+40.5939,-73.5840,Harmonic
8516385,Jones Inlet (Point Lookout),New York,+40.5867,-73.5783,Subordinate
8516881,Atlantic Beach,New York,+40.5950,-73.7433,Harmonic
8516225,Deep Creek Meadow,New York,+40.6033,-73.5250,Subordinate
8516155,Green Island,New York,+40.6233,-73.5017,Harmonic
8516221,Cuba Island,New York,+40.6200,-73.5233,Subordinate
8516211,"Bellmore, Bellmore Creek",New York,+40.6633,-73.5200,Subordinate
8516315,Neds Creek,New York,+40.6233,-73.5550,Subordinate
8516411,"Freeport, Baldwin Bay",New York,+40.6333,-73.5867,Subordinate
8516501,Parsonnage Cove,New York,+40.6333,-73.6167,Harmonic
8516601,Long Beach (Inside),New York,+40.6000,-73.6500,Subordinate
8516663,"Long Beach, New York",New York,+40.5963,-73.6551,Harmonic
8516661,"Bay Park, Ny",New York,+40.6300,-73.6700,Harmonic
8516745,"Woodmere, Brosewere Bay",New York,+40.6200,-73.6983,Subordinate
8517531,Plumb Beach Channel,New York,+40.5850,-73.9250,Subordinate
8517394,"Barren Island, Rockaway Inlet",New York,+40.5783,-73.8883,Subordinate
8517137,Beach Channel,New York,+40.5883,-73.8200,Subordinate
8516925,Motts Basin,New York,+40.6167,-73.7583,Subordinate
8516891,"Norton Point, Hook Creek, New York",New York,+40.6350,-73.7467,Harmonic
8516999,J.F.K. International Airport,New York,+40.6233,-73.7833,Subordinate
8517201,North Channel,New York,+40.6450,-73.8367,Subordinate
8517381,Canarsie,New York,+40.6300,-73.8850,Subordinate
8517519,Mill Basin,New York,+40.6083,-73.9217,Subordinate
8517741,Coney Island,New York,+40.5700,-73.9833,Subordinate
8517811,"Norton Point, Gravesend Bay",New York,+40.5900,-73.9983,Subordinate
8519024,"Fort Wadsworth, The Narrows",New York,+40.6067,-74.0550,Subordinate
8517942,"Fort Hamilton, The Narrows",New York,+40.6083,-74.0350,Subordinate
8519050,Uscg Station Ny,New York,+40.6120,-74.0599,Harmonic
